Normalizer,feature_selection,model, Descriptors, Fitness, R2_Train, R2Pred_Validation, R2Pred_Test
ScikitNormalizer,RFECV,BayesianRidge,,0.0471754173257,3.14073733687e-09,-0.787800774428,-0.108192477132
ScikitNormalizer,RFECV,LinearRegression,,2.20446415438e+19,-27483231023.4,-12358035556.5,-23582224949.3
ScikitNormalizer,RFECV,SVR,,0.84415773947,-0.221522440369,-2.11482977174,-0.751433314269
ScikitNormalizer,VarianceThreshold,BayesianRidge,,0.0497183870994,0.0,-0.787800769023,-0.108192476779
ScikitNormalizer,VarianceThreshold,LinearRegression,,1.00133587586e+36,-4.42588664287e+18,-1.36641523853e+18,-2.94857566204e+18
ScikitNormalizer,VarianceThreshold,SVR,,0.0731203627421,-0.221522440369,-2.11482977174,-0.751433314269
StandardScaler,RFE,BayesianRidge,,1.7758943033,0.69431987428,-3.9113341084,-1.48255388739
StandardScaler,RFE,LinearRegression,,1.99285330918,0.698981982781,-4.33487641225,-1.64137483845
StandardScaler,RFE,SVR,,1.34419092765,0.743101135034,-3.32532868881,-1.31897648237
StandardScaler,RFECV,BayesianRidge,,0.748620140149,0.223523825058,-2.17999312981,-0.799034524666
StandardScaler,RFECV,LinearRegression,,0.793869245874,0.227699331568,-2.46462072146,-0.979497714433
StandardScaler,RFECV,SVR,,0.979743751511,0.197320163752,-3.23355378568,-1.40743790426
StandardScaler,VarianceThreshold,BayesianRidge,,0.00291753029502,0.736139012252,-1.75836334,-0.422666380295
StandardScaler,VarianceThreshold,LinearRegression,,1.79233793392e+38,-0.496249386044,-6.35052155834e+21,-5.80165163502e+21
StandardScaler,VarianceThreshold,SVR,,0.0198055108679,0.352297646211,-1.90839142745,-1.49809091136
KernelCenterer,RFE,BayesianRidge,,1.73757279999,0.651785788753,-3.59220637137,-1.37609266291
KernelCenterer,RFE,SVR,,1.47834619763,0.678314852884,-3.23295810124,-0.785490564199
KernelCenterer,RFECV,BayesianRidge,,0.580234615957,0.275469897952,-1.51479152854,-0.671906277335
KernelCenterer,RFECV,LinearRegression,,0.591884046371,0.278455569339,-1.61103932213,-0.747930055016
KernelCenterer,RFECV,SVR,,0.80564841434,0.322570397257,-3.19004641414,-0.731446439749
KernelCenterer,VarianceThreshold,BayesianRidge,,0.0025563234641,0.748748256712,-2.04059482869,-0.434090119934
KernelCenterer,VarianceThreshold,LinearRegression,,2974620.55704,0.716703235895,-818146.125262,-747161.182366
KernelCenterer,VarianceThreshold,SVR,,0.0223876230308,0.314453505711,-1.76043551986,-0.916387780173
